"SubNum","DateTested","Age","Sex","East_or_West","Exclude_too_long_in_West","Expand_Contract_Task","dPrime_Expand","dPrime_Contract","Expand_Minus_Contract_dPrime","Expand_Contract_Mean_dPrime","C_Expand","C_Contract","Expand_Minus_Contract_C","Expand_Contract_Mean_C","ExpandContractExclude","Global_Local_Task","Global_Minus_Local_proportion_accuracy","Local_Minus_Global_speed_allTrials","Local_Minus_Global_speed_CorrectOnly","GlobalLocalExclude"," ","Absolute_Relative_Task","Absolute_Minus_Relative_LengthError","Absolute_Minus_Relative_ProportionError"," ","Individualism_Collectivism","Horizontal_Individualism","Vertical_Individualism","Horizontal_Collectivism","Vertical_Collectivism","IndColExclude","Big_5_Personality_Measures","Extraversion","Agreeableness","Conscientiousness","Neuroticism","Openness","Big5Exclude"," ","Other_Coded_Information","subNumExpandContract","subNumGlobalLocal","subNumAbsolute","subNumAbsolute","subNumSurveys","Expand_n_change","Expand_n_NoChange","Expand_Hits","Expand_Miss","Expand_CR","Expand_FA","Contract_n_change","Contract_n_NoChange","Contract_Hits","Contract_Miss","Contract_CR","Contract_FA","Local_n","Local_n_Correct","Global_n","Global_n_Correct","TargetAbsent_n","TargetAbsent_n_Correct","Global_Local_all_n","Global_Local_all_n_Correct","Absolute_Length_error","Relative_Length_error","Absolute_Proportion_error","Relative_Proportion_error","Global_RT_Correct","Local_RT_Correct","AbsoluteRelativeExclude"
"41","2014_Oct_07_1453","","","e","0","","2.3191","2.1379","0.1812","2.2285","0.318","-0.0418","0.3598","0.1381","0","","-9e-04","0.1111","0.1141","0","","","-17.9934","0.019","","","29","28","25","25","0","","60","51.48","41.43","43.75","57.14","0","","","41","41","41","41","41","30","43","24","6","40","3","45","46","39","6","39","7","84","81","82","79","122","119","288","279","64.3333","82.3267","0.1005","0.0815","1.31965617892114","1.43373782546432","1"
"42","2014_Oct_08_1020","","","e","0","","2.642","2.6187","0.0233","2.6304","0.6981","0.5929","0.1052","0.6455","0","","-0.9114","0.0737","NaN","1","","","60.9367","0.1141","","","22","31","30","26","0","","42.81","40.37","39.84","43.75","35.71","0","","","42","42","42","42","42","45","46","33","12","45","1","38","35","29","9","34","1","79","72","69","0","140","140","288","212","85.6667","24.7299","0.1381","0.0241","NaN","1.26052230265403","1"
"43","2014_Oct_08_1021","","","w","0","","1.8265","1.7522","0.0743","1.7893","0.6935","0.7564","-0.0629","0.725","0","","-0.0263","0.1626","0.1593","0","","","59.4054","0.0065","","","26","25","33","34","0","","69.38","62.59","60.48","43.75","44.29","0","","","43","43","43","43","43","46","37","27","19","35","2","42","39","23","19","37","2","80","80","76","74","132","125","288","279","73.8333","14.4279","0.022","0.0155","1.26149742345597","1.4207591801883","0"
"44","2014_Oct_08_1021","","","w","0","","2.0473","2.6794","-0.632","2.3634","0.2801","0.0581","0.222","0.1691","0","","0.0105","-0.0367","-0.0392","0","","","22.272","0.0644","","","26","20","27","25","0","","67.81","60.74","63.65","51.56","47.14","0","","","44","44","44","44","44","35","52","27","8","47","5","40","37","36","4","34","3","80","77","74","72","134","134","288","283","39.5","17.228","0.0879","0.0235","1.35876598954278","1.31957523234506","0"
"45","2014_Oct_08_1021","","","e","0","","1.1086","0.7933","0.3154","0.9509","0.2873","0.4305","-0.1432","0.3589","0","","0.1127","-0.0653","-0.0653","0","","","46.5066","-0.0019","","","25","24","23","25","0","","58.44","42.22","38.25","60.94","48.57","0","","","45","45","45","45","45","38","40","23","15","32","8","37","49","18","19","39","10","67","57","82","79","139","129","288","265","68.6667","22.16","0.023","0.0249","1.32851576805162","1.26325178146449","0"
"46","2014_Oct_08_1439","","","e","0","","1.2924","1.8061","-0.5137","1.5492","-0.1954","-0.4193","0.2239","-0.3074","0","","0.0238","-0.044","-0.0417","0","","","-51.6493","0.0176","","","25","26","33","25","0","","45.94","47.78","38.25","43.75","48.57","0","","","46","46","46","46","46","40","46","32","8","31","15","43","35","39","4","24","11","84","82","72","72","132","132","288","286","29.3333","80.9826","0.1013","0.0837","1.46759731239694","1.42590705069098","0"
"47","2014_Oct_08_1444","","","w","0","","1.8301","1.2993","0.5308","1.5647","0.3665","0.1472","0.2193","0.2569","0","","0.0748","-0.0197","0.029","0","","","-71.1493","-0.0179","","","32","28","28","33","0","","56.88","64.44","55.71","56.25","35.71","0","","","47","47","47","47","47","48","30","34","14","27","3","39","47","27","12","37","10","72","62","78","73","138","130","288","265","15.5","86.6493","0.0803","0.0982","1.45643032087045","1.48547658228103","0"
"48","2014_Oct_08_1439","","","e","0","","1.3026","0.8722","0.4304","1.0874","0.0393","-0.0476","0.087","-0.0042","0","","0.0195","-0.0239","7e-04","0","","","-32.816","0.0139","","","33","35","30","29","0","","50.62","42.22","43.02","46.88","44.29","0","","","48","48","48","48","48","37","49","27","10","37","12","35","43","24","11","28","15","75","62","78","66","135","129","288","257","34.3333","67.1493","0.1084","0.0945","1.25427322315471","1.25493045007011","1"
"49","2014_Oct_08_1440","","","w","0","","2.8129","2.8356","-0.0227","2.8242","-0.0588","-0.0348","-0.024","-0.0468","0","","0.0032","0.0327","0.0255","0","","","48.184","-0.0047","","","34","17","32","28","0","","66.25","55.19","30.32","25","47.14","0","","","49","49","49","49","49","42","45","39","3","41","4","41","36","38","3","33","3","67","65","75","73","146","146","288","284","63.3333","15.1493","0.0161","0.0209","1.24480312491099","1.27033624649003","0"
"5","2014_Sep_29_1404","","","e","0","","0.804","1.2253","-0.4212","1.0147","0.3145","0.2465","0.0679","0.2805","0","","0.0359","0.0914","0.0915","0","","","1.8194","0.045","","","31","19","22","21","0","","47.5","38.52","41.43","50","44.29","0","","","5","5","5","5","5","43","38","23","20","29","9","42","41","27","15","33","8","77","72","69","67","142","139","288","278","17.6667","15.8473","0.0634","0.0184","1.27733901721385","1.36886025799625","0"
"50","2014_Oct_08_1539","","","w","0","","2.2797","1.8616","0.4181","2.0707","-0.5169","-0.0584","-0.4586","-0.2877","0","","0.0437","0.0868","0.1007","0","","","-7.858","0.0505","","","22","17","27","31","0","","35","53.33","52.54","54.69","50","0","","","50","50","50","50","50","41","45","39","2","33","12","31","47","26","5","38","9","75","70","87","85","126","126","288","281","17.5","25.358","0.0783","0.0278","1.23916327532647","1.33988786765529","0"
"51","2014_Oct_08_1539","","","e","0","","2.4675","1.8589","0.6086","2.1632","0.4347","-0.0737","0.5084","0.1805","0","","-0.9086","-0.2124","-3.9114","1","","","178.9279","0.1898","","","28","34","28","32","0","","49.06","51.48","43.02","73.44","32.86","0","","","51","51","51","51","51","33","42","26","7","40","2","38","51","32","6","41","10","64","63","66","5","158","153","288","221","572.3333","393.4054","0.7047","0.5148","5.254059600838","1.34265753579556","1"
"52","2014_Oct_08_1540","","","w","0","","2.0751","1.9622","0.113","2.0186","0.1959","0.039","0.1569","0.1175","0","","-0.02","0.0672","0.1055","0","","","47.8267","-0.0026","","","29","25","31","29","0","","44.38","55.19","58.89","43.75","41.43","0","","","52","52","52","52","52","40","46","32","8","41","5","52","26","43","9","22","4","79","76","69","65","140","140","288","281","69.8333","22.0066","0.0226","0.0252","1.31496152511089","1.42044582492466","0"
"53","2014_Oct_09_1044","","","e","0","","1.8495","2.2299","-0.3805","2.0397","-0.2502","-0.3503","0.1","-0.3003","0","","-0.0711","0.0553","0.0612","0","","","46.0926","0.0017","","","28","28","24","27","0","","44.38","53.33","38.25","45.31","42.86","0","","","53","53","53","53","53","50","36","44","6","27","9","42","36","39","3","28","8","61","60","80","73","147","141","288","274","62.5","16.4074","0.0213","0.0196","1.53453537209403","1.595687536398","0"
"54","2014_Oct_09_1045","","","w","0","","2.4409","2.3746","0.0663","2.4078","-0.013","-0.2388","0.2257","-0.1259","0","","3e-04","0.1416","0.1528","0","","","-48.1493","-0.0191","","","28","16","19","33","0","","44.38","58.89","46.19","37.5","51.43","0","","","54","54","54","54","54","46","44","41","5","39","5","39","35","36","3","29","6","76","74","77","75","135","135","288","284","21","69.1493","0.0626","0.0817","1.314018980662","1.46681930245622","0"
"55","2014_Oct_09_1045","","","w","0","","3.811","1.7711","2.0399","2.791","0.2606","0.3666","-0.1059","0.3136","0","","-0.037","-0.0716","0.2667","0","","","48.5066","0.0039","","","30","21","31","32","0","","38.12","58.89","44.6","37.5","47.14","0","","","55","55","55","55","55","40","33","38","2","33","0","53","38","37","16","34","4","88","86","67","63","133","130","288","279","59","10.4934","0.0164","0.0125","1.27679961825144","1.54348728545867","0"
"56","2014_Oct_09_1045","","","w","0","","1.9257","2.1188","-0.1932","2.0223","0.3969","-0.023","0.4199","0.187","0","","-0.0076","-0.0874","-0.0871","0","","","39.3473","0.0662","","","35","15","26","33","0","","58.44","57.04","38.25","75","52.86","0","","","56","56","56","56","56","35","46","25","10","42","4","43","40","37","6","34","6","68","66","81","78","139","136","288","280","63.5","24.1527","0.0947","0.0285","1.40226147113674","1.31516162915632","0"
"57","2014_Oct_09_1143","","","w","0","","0.601","0.8032","-0.2022","0.7021","0.4805","0.1961","0.2844","0.3383","0","","0.0137","0.0933","0.1053","0","","","-8.8966","0.0603","","","34","27","17","21","0","","42.81","53.33","47.78","39.06","32.86","0","","","57","57","57","57","57","35","46","15","20","36","10","43","40","25","18","29","11","75","72","76","74","137","137","288","283","53.5","62.3966","0.1189","0.0585","1.30466414786649","1.40998855233208","0"
"58","2014_Oct_10_1037","","","w","0","","2.3147","2.046","0.2687","2.1803","0.0224","0.3485","-0.3261","0.1855","0","","-0.0223","-0.1717","-0.1827","0","","","-2.4074","-0.0516","","","19","14","32","30","0","","61.56","60.74","60.48","39.06","31.43","0","","","58","58","58","58","58","39","42","34","5","37","5","36","47","27","9","43","4","89","87","67","64","132","130","288","281","60.6667","63.074","0.0124","0.064","1.55380546301642","1.37109314984291","0"
"59","2014_Oct_10_1036","","","e","0","","1.967","3.3667","-1.3997","2.6669","-0.0841","0.3357","-0.4198","0.1258","0","","0.0437","-0.1054","-0.1044","0","","","64.926","0.01","","","25","26","26","28","0","","44.38","44.07","49.37","50","50","0","","","59","59","59","59","59","35","38","30","5","31","7","45","46","41","4","45","1","84","79","63","62","141","138","288","279","74.8333","9.9074","0.0203","0.0104","1.272826360118","1.16840960406032","0"
"6","2014_Sep_29_1404","","","e","0","","2.6917","2.8666","-0.1749","2.7791","0.0937","-0.268","0.3617","-0.0871","0","","-0.9865","0.2254","NaN","1","","","35.4054","0.1008","","","24","18","28","32","0","","45.94","55.19","36.67","39.06","38.57","0","","","6","6","6","6","6","38","40","34","4","37","3","45","41","43","2","36","5","74","73","77","0","137","137","288","210","49.1667","13.7613","0.1188","0.0181","NaN","1.44892399278474","0"
"60","2014_Oct_10_1036","","","e","0","","1.5736","0.4599","1.1137","1.0168","-0.1305","-0.2008","0.0703","-0.1656","0","","0.0507","0.0775","0.0706","0","","","-49.8267","-0.0457","","","27","23","21","23","0","","36.56","36.67","44.6","60.94","51.43","0","","","60","60","60","60","60","39","43","32","7","32","11","39","43","26","13","22","21","74","61","80","70","134","124","288","255","42.8333","92.66","0.0378","0.0835","1.37362119810921","1.44426546331274","1"
"61","2014_Oct_10_1035","","","e","0","","1.7311","1.8222","-0.0911","1.7766","0.8028","0.5011","0.3017","0.652","0","","0.0547","0.004","0.0047","0","","","66.3507","0.0449","","","23","23","31","27","0","","50.62","42.22","39.84","68.75","31.43","0","","","61","61","61","61","61","40","42","21","19","40","2","44","38","29","15","35","3","75","69","79","77","134","132","288","278","93.6667","27.316","0.0712","0.0263","1.31513020899338","1.31979183874252","0"
"62","2014_Oct_10_1040","","","w","0","","1.7016","1.3254","0.3763","1.5135","-0.3952","-0.1789","-0.2162","-0.2871","0","","0.0151","-0.0818","-0.0714","0","","","36.858","0.0604","","","29","24","31","30","0","","53.75","53.33","54.13","48.44","50","0","","","62","62","62","62","62","47","37","42","5","25","12","45","35","36","9","24","11","74","72","84","83","130","128","288","283","49.8333","12.9753","0.0751","0.0147","1.36764920763241","1.29628891083839","0"
"63","2014_Oct_10_1300","","","e","0","","2.0567","2.3135","-0.2569","2.1851","0.4492","0.5338","-0.0847","0.4915","0","","-0.961","0.1658","NaN","1","","","-140.9279","-0.2167","","","33","26","26","29","0","","39.69","47.78","44.6","56.25","45.71","0","","","63","63","63","63","63","32","43","23","9","40","3","45","44","33","12","42","2","77","74","68","0","143","143","288","217","73.3333","214.2613","0.0388","0.2555","NaN","1.38778274123703","0"
"64","2014_Oct_10_1300","","","w","0","","1.452","1.2058","0.2462","1.3289","0.2722","0.2843","-0.012","0.2782","0","","0.0487","-0.0225","0.0429","0","","","-21.0633","0.0073","","","23","18","27","29","0","","55.31","55.19","33.49","39.06","52.86","0","","","64","64","64","64","64","40","44","27","13","37","7","48","32","30","18","26","6","77","70","71","68","140","137","288","275","29","50.0633","0.0658","0.0585","1.07957478481147","1.12248764378641","1"
"65","2014_Oct_10_1300","","","w","0","","0.4783","1.2305","-0.7522","0.8544","0.4354","0.4048","0.0305","0.4201","0","","-0.0535","0.3235","0.343","0","","","27.684","0.0482","","","31","20","16","31","0","","69.38","49.63","49.37","56.25","41.43","0","","","65","65","65","65","65","45","44","19","26","33","11","36","39","21","15","33","6","72","71","89","83","127","126","288","280","41.5","13.816","0.066","0.0178","1.39006628473133","1.73311013235183","0"
"66","2014_Oct_10_1300","","","w","0","","1.8987","1.2618","0.6368","1.5803","0.8013","0.5344","0.267","0.6679","0","","0.0257","0.3868","0.4122","0","","","50.4387","-0.004","","","27","21","30","30","0","","31.87","53.33","46.19","50","32.86","0","","","66","66","66","66","66","34","50","19","15","48","2","39","41","21","18","36","5","82","79","92","91","114","114","288","284","68.1667","17.728","0.0162","0.0202","1.44471274889462","1.85687352735722","0"
"67","2014_Oct_10_1355","","","e","0","","1.6568","1.2804","0.3764","1.4686","0.2238","-0.1514","0.3753","0.0362","0","","-0.0235","-0.0643","-0.026","0","","","-8.014","0.008","","","23","21","30","23","0","","50.62","66.3","46.19","50","60","0","","","67","67","67","67","67","33","41","24","9","35","6","42","48","33","9","33","15","86","85","57","55","145","145","288","285","37.5","45.514","0.0657","0.0577","1.27251744703836","1.24655767889647","0"
"68","2014_Oct_10_1355","","","e","0","","1.0075","1.3784","-0.3709","1.193","0.073","-0.0846","0.1576","-0.0058","0","","0.0832","0.0969","0.1306","0","","","5.1034","0.0361","","","20","17","28","29","0","","39.69","49.63","39.84","46.88","42.86","0","","","68","68","68","68","68","51","39","34","17","28","11","41","33","32","9","24","9","74","65","78","75","136","130","288","270","32.5","27.3966","0.0648","0.0287","1.15030929247572","1.2809341247264","0"
"69","2014_Oct_10_1355","","","e","0","","0.7366","0.7638","-0.0271","0.7502","0.1883","0.1425","0.0458","0.1654","0","","-0.0469","0.02","0.0044","0","","","-59.16","-0.0156","","","26","28","27","32","0","","53.75","32.96","35.08","60.94","50","0","","","69","69","69","69","69","42","45","24","18","32","13","37","40","22","15","28","12","86","80","60","53","142","139","288","272","18.5","77.66","0.0809","0.0966","1.16869365944087","1.17308389842531","0"
"7","2014_Sep_29_1404","","","w","0","","-1.2329","-1.6081","0.3752","-1.4205","0.114","-0.1634","0.2774","-0.0247","1","","-0.0556","0.0221","0.0187","0","","","35.316","0.0772","","","25","26","28","31","0","","60","47.78","52.54","51.56","42.86","0","","","7","7","7","7","7","43","39","10","33","12","27","46","36","12","34","6","30","66","66","72","68","150","149","288","283","58","22.684","0.1001","0.0229","1.2476879288165","1.26635953151836","0"
"70","2014_Oct_10_1355","","","w","0","","1.7713","2.401","-0.6297","2.0861","-0.2112","-0.0695","-0.1416","-0.1403","0","","-0.0108","-0.0048","-0.0079","0","","","12.6034","0.0394","","","33","12","21","26","0","","52.19","38.52","50.95","43.75","50","0","","","70","70","70","70","70","44","40","38","6","30","10","49","31","44","5","27","4","82","81","87","85","119","117","288","283","25.1667","12.5633","0.0567","0.0173","1.68702633521129","1.67909431751852","0"
"71","2014_Oct_10_1355","","","w","0","","2.7408","2.8323","-0.0916","2.7865","0.5787","0.5745","0.0042","0.5766","0","","-0.0141","0.0164","0.0135","0","","","13.84","0.0654","","","33","19","33","30","0","","58.44","58.89","41.43","60.94","45.71","0","","","71","71","71","71","71","42","39","33","9","38","1","40","43","32","8","42","1","70","70","71","70","147","147","288","287","26.6667","12.8267","0.0807","0.0153","1.35045410905543","1.36391459533143","0"
"72","2014_Oct_10_1355","","","w","0","","2.3859","2.0968","0.2891","2.2414","-0.0277","-0.1722","0.1446","-0.1","0","","-0.0165","0.0779","0.077","0","","","-0.642","0.0715","","","28","15","31","27","0","","50.62","57.04","50.95","54.69","41.43","0","","","72","72","72","72","72","36","41","32","4","36","5","45","42","40","5","34","8","75","74","67","65","146","145","288","284","15","15.642","0.0888","0.0173","1.37652292618308","1.45347619378932","0"
"73","2014_Oct_13_0948","","","e","0","","2.2302","1.5721","0.6581","1.9011","0.5048","0.0556","0.4492","0.2802","0","","0.0044","0.1029","0.1119","0","","","79.7387","0.1092","","","32","34","18","35","0","","41.25","32.96","28.73","60.94","47.14","0","","","73","73","73","73","73","48","38","35","13","36","2","43","35","33","10","28","7","64","60","86","81","138","135","288","276","95.8333","16.0946","0.127","0.0178","1.28249833024643","1.39440633455913","1"
"74","2014_Oct_13_0948","","","w","0","","1.6092","1.3436","0.2656","1.4764","0","0.0538","-0.0538","0.0269","0","","-5e-04","0.0559","0.061","0","","","53.4367","0.0019","","","36","18","27","25","0","","39.69","49.63","43.02","42.19","44.29","0","","","74","74","74","74","74","38","38","30","8","30","8","41","47","30","11","36","11","81","80","78","77","129","128","288","285","67.1667","13.7299","0.0174","0.0155","1.36127340948416","1.42228811681225","0"
"75","2014_Oct_13_0948","","","e","0","","1.5721","1.2738","0.2983","1.4229","0.0901","-0.1047","0.1948","-0.0073","0","","0.0349","-0.0128","-0.0096","0","","","31.6733","-0.0298","","","29","23","22","18","0","","49.06","31.11","36.67","65.62","54.29","0","","","75","75","75","75","75","37","42","28","9","34","8","48","37","37","11","26","11","86","83","61","61","141","141","288","285","70.6667","38.9934","0.0219","0.0517","1.39177750759403","1.38218590724827","0"
"76","2014_Oct_13_0949","","","w","0","","2.3841","2.5715","-0.1875","2.4778","0.1556","0.1668","-0.0112","0.1612","0","","-0.047","-0.0482","-0.0539","0","","","7.4934","0.0641","","","26","29","29","28","0","","66.25","57.04","54.13","57.81","42.86","0","","","76","76","76","76","76","40","45","34","6","41","4","38","41","33","5","38","3","79","78","67","63","142","141","288","282","20.1667","12.6733","0.0788","0.0147","1.28256847366429","1.22869596725881","0"
"77","2014_Oct_13_0949","","","w","0","","1.7501","1.4579","0.2922","1.604","0.0334","-0.2982","0.3316","-0.1324","0","","-0.013","-0.0505","-0.048","0","","","44.184","-0.0079","","","29","30","29","29","0","","61.56","45.93","41.43","45.31","47.14","0","","","77","77","77","77","77","35","44","28","7","36","8","46","39","39","7","26","13","74","72","75","72","139","138","288","282","62.3333","18.1493","0.0127","0.0206","1.40352377295514","1.35556724005278","0"
"78","2014_Oct_13_0950","","","e","0","","2.0487","2.4569","-0.4082","2.2528","-0.0432","-0.261","0.2178","-0.1521","0","","0.0195","0.0275","0.0337","0","","","-17.9074","-0.0754","","","27","19","30","23","0","","47.5","53.33","54.13","54.69","48.57","0","","","78","78","78","78","78","35","49","30","5","41","8","44","36","41","3","30","6","84","80","71","69","133","131","288","280","77.5","95.4074","0.0183","0.0936","1.45527046314246","1.488970771432","1"
"79","2014_Oct_13_1404","","","w","0","","2.9929","3.3463","-0.3534","3.1696","0.5134","0.1608","0.3526","0.3371","0","","-0.013","0.0072","0.0062","0","","","-17.9753","0.0402","","","31","23","33","34","0","","64.69","57.04","50.95","48.44","38.57","0","","","79","79","79","79","79","43","45","36","7","44","1","46","30","43","3","29","1","77","77","77","76","134","133","288","286","9.1667","27.142","0.0749","0.0347","1.28431116279829","1.29055944356043","0"
"8","2014_Sep_29_1404","","","w","0","","2.1574","1.8951","0.2622","2.0262","0.1548","0.2731","-0.1183","0.2139","0","","-0.0205","-0.0031","0.0104","0","","","52.7407","0.0073","","","24","19","27","24","0","","39.69","44.07","33.49","60.94","37.14","0","","","8","8","8","8","8","45","46","37","8","41","5","28","45","21","7","40","5","92","90","71","68","125","121","288","279","81.8333","29.0926","0.0453","0.0381","1.28015562015397","1.2905614932374","1"
"80","2014_Oct_13_1404","","","e","0","","1.8573","2.0118","-0.1545","1.9345","0.0525","0.3121","-0.2596","0.1823","0","","-0.7972","-0.1573","-0.2255","1","","","73.0721","0.0502","","","24","22","31","33","0","","45.94","57.04","46.19","43.75","40","0","","","80","80","80","80","80","42","49","34","8","41","8","41","32","31","10","29","3","83","80","66","11","139","132","288","223","94.3333","21.2613","0.0756","0.0255","1.62032888152455","1.39478043913834","0"
"81","2014_Oct_13_1404","","","w","0","","2.1022","2.1381","-0.0359","2.1202","0.5136","-0.1676","0.6812","0.173","0","","0","0.1752","0.1752","0","","","-80.1914","-0.0694","","","22","24","26","20","0","","50.62","53.33","58.89","67.19","25.71","0","","","81","81","81","81","81","44","34","31","13","32","2","37","49","33","4","40","9","82","82","78","78","128","127","288","287","19.1667","99.358","0.0857","0.1552","1.41565803686795","1.59084279072037","1"
"82","2014_Oct_13_1404","","","e","0","","3.5798","3.1539","0.426","3.3668","-0.1701","0.1244","-0.2944","-0.0228","0","","-0.1196","0.0333","0.0922","0","","","45.772","0.0043","","","22","24","31","29","0","","52.19","51.48","41.43","65.62","57.14","0","","","82","82","82","82","82","40","38","39","1","36","2","41","45","38","3","43","2","86","84","77","66","125","124","288","274","59.8333","14.0613","0.0209","0.0166","1.19323322628467","1.28542964231383","0"
"83","2014_Oct_13_1403","","","w","0","","2.4885","2.6937","-0.2052","2.5911","0.4354","-0.0653","0.5007","0.185","0","","-0.0133","0.0406","0.0434","0","","","52.2407","0.0891","","","36","31","16","18","0","","49.06","34.81","50.95","32.81","42.86","0","","","83","83","83","83","83","43","43","34","9","41","2","38","40","35","3","36","4","71","71","75","74","142","140","288","285","58.5","6.2593","0.0964","0.0073","1.36555136861054","1.40896657487056","0"
"84","2014_Oct_13_1403","","","e","0","","1.7945","2.5086","-0.7141","2.1516","0.2052","0.1435","0.0616","0.1744","0","","0.0059","0.1049","0.0837","0","","","62.34","0.1196","","","35","30","27","26","0","","45.94","51.48","52.54","37.5","55.71","0","","","84","84","84","84","84","45","37","34","11","32","5","45","37","39","6","34","3","73","71","93","91","122","121","288","283","76.3333","13.9934","0.1372","0.0176","1.39510933907473","1.47881397730917","1"
"85","2014_Oct_13_1459","","","w","0","","1.4597","1.3147","0.145","1.3872","0.5068","0.8872","-0.3804","0.697","0","","0.0024","0.1919","0.2482","0","","","58.9074","0.0089","","","31","13","28","25","0","","60","68.15","55.71","42.19","44.29","0","","","85","85","85","85","85","34","37","20","14","33","4","44","49","18","26","46","3","77","74","82","79","129","127","288","280","72.1667","13.2593","0.0265","0.0176","1.4397670830353","1.68795662312778","0"
"87","2014_Oct_13_1459","","","w","0","","2.1725","1.7042","0.4684","1.9383","0.3499","0.3277","0.0223","0.3388","0","","0.0568","0.0485","0.0677","0","","","66.0633","0.015","","","24","20","27","20","0","","45.94","57.04","47.78","48.44","42.86","0","","","87","87","87","87","87","39","53","30","9","49","4","30","42","21","9","37","5","88","83","68","68","132","131","288","282","74.8333","8.7701","0.0242","0.0092","1.44168812387156","1.50936151412525","0"
"88","2014_Oct_15_1403","","","w","0","","0.8337","1.3379","-0.5042","1.0858","0.5365","0.3202","0.2163","0.4283","0","","-0.0042","-0.0407","-0.0263","0","","","40.8194","0.0572","","","36","23","26","28","0","","38.12","42.22","46.19","68.75","51.43","0","","","88","88","88","88","88","42","47","19","23","39","8","44","31","28","16","26","5","85","82","76","73","127","124","288","279","53.8333","13.014","0.0728","0.0155","1.74091939403575","1.71459696932537","1"
"89","2014_Oct_15_1402","","","w","0","","4.5194","3.5838","0.9356","4.0516","-0.0183","-0.2272","0.2089","-0.1227","0","","0.023","-0.3083","-0.3358","0","","","26.9074","0.0547","","","36","27","23","29","0","","35","57.04","65.24","32.81","51.43","0","","","89","89","89","89","89","44","40","44","0","40","0","46","34","45","1","32","2","71","67","90","87","127","127","288","281","42.5","15.5926","0.0727","0.0181","1.748786337073","1.41303346050328","0"
"9","2014_Sep_29_1510","","","w","0","","1.8769","1.7109","0.166","1.7939","-0.2822","0.181","-0.4631","-0.0506","0","","-0.0043","-0.0576","-0.0204","0","","","-20.6054","0.0155","","","23","19","32","29","0","","67.81","58.89","50.95","35.94","54.29","0","","","9","9","9","9","9","45","43","40","5","32","11","36","40","27","9","34","6","94","89","87","82","107","99","288","270","29.6667","50.272","0.0823","0.0668","1.72996502097085","1.70958338426787","0"
"90","2014_Oct_15_1402","","","w","0","","2.1787","1.5865","0.5922","1.8826","0.8252","0.3865","0.4387","0.6058","0","","0.0923","0.1092","0.1103","0","","","-185.7407","-0.2598","","","31","15","34","36","0","","55.31","53.33","58.89","56.25","38.57","0","","","90","90","90","90","90","48","36","29","19","35","1","38","42","25","13","37","5","65","59","72","72","151","151","288","282","60.6667","246.4074","0.0126","0.2724","1.43777194288042","1.54807468188034","0"
"91","2014_Oct_15_1450","","","e","0","","1.5613","1.6192","-0.0578","1.5902","0.4268","0.1351","0.2917","0.2809","0","","0.0435","0.2927","0.3044","0","","","5.5613","0.069","","","21","18","25","21","0","","50.62","51.48","41.43","56.25","45.71","0","","","91","91","91","91","91","47","44","30","17","39","5","44","29","33","11","24","5","92","88","72","72","124","122","288","282","14.6667","9.1054","0.08","0.0109","1.29573380947088","1.60016266324326","0"
"92","2014_Oct_15_1450","","","e","0","","2.1631","1.7595","0.4036","1.9613","0.551","0.1059","0.4451","0.3284","0","","-0.0233","0.2757","0.318","0","","","-2.5721","0.027","","","24","22","24","22","0","","52.19","57.04","50.95","42.19","55.71","0","","","92","92","92","92","92","47","39","33","14","37","2","41","37","32","9","31","6","84","75","69","60","135","134","288","269","28.3333","30.9054","0.0663","0.0393","1.20557083288815","1.52352977434853","1"
"93","2014_Oct_15_1450","","","w","0","","2.2473","2.7153","-0.4679","2.4813","0.0561","-0.01","0.0661","0.023","0","","0.0221","0.2538","0.2655","0","","","39.4387","0.1009","","","29","8","24","30","0","","49.06","55.19","58.89","51.56","54.29","0","","","93","93","93","93","93","42","42","36","6","37","5","35","45","32","3","41","4","85","82","76","75","127","125","288","282","50.1667","10.728","0.1142","0.0132","1.22589755376091","1.49137936278151","0"
"94","2014_Oct_15_1539","","","w","0","","2.3486","0.8616","1.487","1.6051","0.4189","0.4308","-0.0119","0.4249","0","","-0.0189","-0.0455","-0.055","0","","","44.3507","-5e-04","","","29","18","34","33","0","","45.94","58.89","57.3","50","44.29","0","","","94","94","94","94","94","40","36","31","9","34","2","52","36","26","26","29","7","74","68","80","72","134","134","288","274","64.8333","20.4826","0.0225","0.023","1.29545066091722","1.24048552443038","0"
"95","2014_Oct_15_1539","","","w","0","","3.195","2.2847","0.9103","2.7399","0.3047","0.1392","0.1655","0.222","0","","-0.0267","0.0148","0.0131","0","","","-34.074","-0.0704","","","22","29","28","27","0","","50.62","44.07","44.6","59.38","35.71","0","","","95","95","95","95","95","51","35","46","5","34","1","38","40","32","6","36","4","83","83","75","73","130","128","288","284","63.3333","97.4074","0.0177","0.0881","1.3346439877611","1.34775421992855","1"
"96","2014_Oct_16_1050","","","e","0","","1.5555","0.9105","0.6451","1.233","0.7456","0.2752","0.4704","0.5104","0","","-0.9583","-0.02","NaN","1","","","40.4367","0.0362","","","23","25","26","23","0","","45.94","42.22","41.43","50","50","0","","","96","96","96","96","96","39","47","20","19","44","3","35","43","20","15","33","10","72","69","85","0","131","130","288","199","88.6667","48.2299","0.0827","0.0465","NaN","1.41274520279725","0"
