"SubNum","DateTested","Age","Sex","East_or_West","Exclude_too_long_in_West","Expand_Contract_Task","dPrime_Expand","dPrime_Contract","Expand_Minus_Contract_dPrime","Expand_Contract_Mean_dPrime","C_Expand","C_Contract","Expand_Minus_Contract_C","Expand_Contract_Mean_C","ExpandContractExclude","Global_Local_Task","Global_Minus_Local_proportion_accuracy","Local_Minus_Global_speed_allTrials","Local_Minus_Global_speed_CorrectOnly","GlobalLocalExclude"," ","Absolute_Relative_Task","Absolute_Minus_Relative_LengthError","Absolute_Minus_Relative_ProportionError"," ","Individualism_Collectivism","Horizontal_Individualism","Vertical_Individualism","Horizontal_Collectivism","Vertical_Collectivism","IndColExclude","Big_5_Personality_Measures","Extraversion","Agreeableness","Conscientiousness","Neuroticism","Openness","Big5Exclude"," ","Other_Coded_Information","subNumExpandContract","subNumGlobalLocal","subNumAbsolute","subNumAbsolute","subNumSurveys","Expand_n_change","Expand_n_NoChange","Expand_Hits","Expand_Miss","Expand_CR","Expand_FA","Contract_n_change","Contract_n_NoChange","Contract_Hits","Contract_Miss","Contract_CR","Contract_FA","Local_n","Local_n_Correct","Global_n","Global_n_Correct","TargetAbsent_n","TargetAbsent_n_Correct","Global_Local_all_n","Global_Local_all_n_Correct","Absolute_Length_error","Relative_Length_error","Absolute_Proportion_error","Relative_Proportion_error","Global_RT_Correct","Local_RT_Correct","AbsoluteRelativeExclude"
"136","2014_Oct_27_1441","","","e","0","","2.035","2.3007","-0.2657","2.1678","0.0501","0","0.0501","0.025","0","","0.0092","-0.0665","0.0375","0","","","40.9054","0.0718","","","30","14","24","24","0","","45.94","51.48","50.95","37.5","48.57","0","","","136","136","136","136","136","42","42","35","7","36","6","32","48","28","4","42","6","61","53","82","72","145","144","288","269","65.5","24.5946","0.0981","0.0263","1.75558296839294","1.79312261995321","0"
"137","2014_Oct_27_1540","","","w","0","","1.3773","0.9931","0.3842","1.1852","0.3789","0.1779","0.201","0.2784","0","","-0.0361","-0.1014","-0.1223","0","","","108.4934","0.1689","","","23","22","27","25","0","","55.31","45.93","54.13","48.44","38.57","0","","","137","137","137","137","137","37","35","23","14","30","5","48","44","30","18","33","11","78","76","81","76","129","120","288","272","220.3333","111.84","0.2744","0.1055","1.51629962419237","1.39401237588151","0"
"138","2014_Oct_28_1402","","","w","0","","2.4805","2.3408","0.1398","2.4107","0.1858","0.4745","-0.2887","0.3301","0","","-0.0135","0.1386","0.1359","0","","","76.9753","0.0325","","","29","28","26","28","0","","41.25","55.19","50.95","56.25","38.57","0","","","138","138","138","138","138","48","39","41","7","36","3","37","40","28","9","38","2","70","70","74","73","144","144","288","287","89.8333","12.858","0.0471","0.0147","1.49471309740288","1.63062955651971","0"
"139","2014_Oct_28_1402","","","e","0","","1.9851","1.4088","0.5763","1.697","0.447","0.3227","0.1242","0.3849","0","","-0.0104","0.3307","0.3514","0","","","-5.0066","0.0225","","","11","30","17","22","0","","49.06","23.7","28.73","54.69","34.29","0","","","139","139","139","139","139","41","40","29","12","37","3","37","46","24","13","39","7","87","83","71","67","130","129","288","279","23.8333","28.84","0.059","0.0364","1.3073320388794","1.65869422418518","1"
"14","2014_Sep_30_1554","","","w","0","","3.4266","3.3718","0.0549","3.3992","0.2358","0.3679","-0.1321","0.3018","0","","0.0032","-0.0395","-0.0408","0","","","-16.858","0.0458","","","29","21","27","26","0","","39.69","62.59","38.25","40.62","41.43","0","","","14","14","14","14","14","43","39","40","3","38","1","32","50","29","3","49","1","67","66","85","84","136","136","288","286","18","34.858","0.0817","0.0359","1.33396247171202","1.29316267100258","1"
"140","2014_Oct_28_1501","","","e","0","","1.9896","1.4289","0.5607","1.7093","-0.0152","-0.2837","0.2686","-0.1495","0","","-0.0207","0.0424","0.0411","0","","","22.4279","-0.0254","","","24","23","18","21","0","","44.38","34.81","36.67","50","41.43","0","","","140","140","140","140","140","32","55","27","5","46","9","44","33","37","7","22","11","83","81","67","64","138","138","288","283","66.3333","43.9054","0.0444","0.0698","1.32924381643516","1.37033928176522","1"
"141","2014_Oct_29_1405","","","w","0","","2.8337","2.5171","0.3166","2.6754","0.0227","-0.2911","0.3138","-0.1342","0","","-0.0127","-0.2435","-0.2511","0","","","32.8194","0.0623","","","21","7","34","24","0","","42.81","66.3","62.06","42.19","52.86","0","","","141","141","141","141","141","49","40","45","4","37","3","33","42","31","2","35","7","77","76","78","76","133","130","288","282","42.5","9.6806","0.0731","0.0108","1.40165575554549","1.15058619411392","0"
"142","2014_Oct_29_1405","","","w","0","","2.6211","2.7943","-0.1733","2.7077","0.173","0.2596","-0.0866","0.2163","0","","0.0411","-0.3605","-0.3934","0","","","68.3194","0.0142","","","32","14","24","21","0","","31.87","34.81","55.71","60.94","38.57","0","","","142","142","142","142","142","47","29","41","6","27","2","47","41","41","6","39","2","84","78","66","64","138","138","288","280","80.6667","12.3473","0.0281","0.0139","1.77198819443578","1.37857680443009","0"
"143","2014_Oct_29_1405","","","w","0","","0.9791","1.0712","-0.0921","1.0251","0.2955","-0.1582","0.4537","0.0686","0","","0.0471","0.0396","0.0481","0","","","56.4753","-0.0036","","","27","18","25","26","0","","44.38","44.07","49.37","53.12","45.71","0","","","143","143","143","143","143","52","37","30","22","29","8","41","34","31","10","22","12","91","84","67","65","130","128","288","277","68.3333","11.858","0.0109","0.0145","1.20651389635512","1.2546133597688","0"
"144","2014_Oct_29_1443","","","e","0","","2.9177","2.0498","0.8679","2.4837","0.4557","0.2333","0.2224","0.3445","0","","0.0541","0.0224","0.0222","0","","","56.1527","-0.0018","","","22","24","26","21","0","","41.25","34.81","41.43","48.44","41.43","0","","","144","144","144","144","144","38","36","32","6","35","1","42","48","33","9","43","5","74","70","69","69","145","144","288","283","66.3333","10.1806","0.0111","0.0129","1.1618605143783","1.18410978657887","0"
"145","2014_Oct_29_1442","","","w","0","","2.0313","2.4927","-0.4613","2.262","0.5185","0.3469","0.1716","0.4327","0","","-0.0098","-0.3197","-0.3003","0","","","-30.4279","0.0123","","","25","25","26","30","0","","52.19","51.48","50.95","43.75","44.29","0","","","145","145","145","145","145","42","48","29","13","45","3","38","36","31","7","34","2","83","81","59","57","146","146","288","284","223.1667","253.5946","0.3066","0.2943","1.60050635588772","1.30019999727827","1"
"146","2014_Oct_29_1442","","","w","0","","1.7356","1.6237","0.1119","1.6796","0.0407","-0.3231","0.3637","-0.1412","0","","-0.0526","0.3016","0.3434","0","","","-40.316","-0.0687","","","28","24","29","30","0","","55.31","51.48","50.95","56.25","54.29","0","","","146","146","146","146","146","49","44","39","10","36","8","39","32","34","5","22","10","80","80","76","72","132","131","288","283","53.8333","94.1493","0.0327","0.1014","1.61304926209944","1.956437912583","0"
"147","2014_Oct_29_1540","","","w","0","","1.0898","1.0693","0.0205","1.0796","0.0654","-0.0509","0.1163","0.0072","0","","0.0054","0.1865","0.1929","0","","","-7.7701","-0.0729","","","31","24","30","33","0","","72.5","66.3","70","35.94","38.57","0","","","147","147","147","147","147","38","48","26","12","35","13","43","35","31","12","24","11","87","83","74","71","127","126","288","280","83.8333","91.6034","0.0251","0.098","1.19213783573058","1.38501542734811","1"
"148","2014_Oct_29_1540","","","w","0","","1.4089","1.7929","-0.384","1.6009","0.2344","0.0548","0.1795","0.1446","0","","0.0409","-0.1429","-0.1534","0","","","-25.2407","-0.0757","","","27","27","27","33","0","","58.44","34.81","39.84","57.81","48.57","0","","","148","148","148","148","148","47","46","32","15","38","8","30","41","24","6","34","7","72","67","70","68","146","142","288","277","70.1667","95.4074","0.0109","0.0867","1.43217084688221","1.27880387163866","1"
"149","2014_Oct_29_1540","","","e","0","","1.135","0.816","0.319","0.9755","0.2741","-0.0227","0.2968","0.1257","0","","0.0108","0.3459","0.1644","0","","","-25.3946","-0.0097","","","26","20","33","26","0","","52.19","51.48","46.19","40.62","41.43","0","","","149","149","149","149","149","39","40","24","15","32","8","45","40","30","15","26","14","73","67","70","65","145","143","288","275","45.6667","71.0613","0.0708","0.0804","1.36326489448554","1.5276494773463","1"
"15","2014_Oct_01_1406","","","e","0","","1.266","1.1775","0.0885","1.2218","0.1086","0.105","0.0036","0.1068","0","","-0.1766","-0.5478","-0.9034","0","","","-145.074","-0.1385","","","27","17","20","20","0","","52.19","47.78","43.02","46.88","41.43","0","","","15","15","15","15","15","40","48","28","12","37","11","35","41","24","11","31","10","75","70","74","56","139","3","288","129","51.6667","196.7407","0.0651","0.2036","3.0351990887102","2.13174966062751","1"
"150","2014_Oct_29_1540","","","e","0","","2.181","1.7443","0.4367","1.9627","0.1911","0.1801","0.011","0.1856","0","","0.2344","-0.0178","0.0168","0","","","29.5926","0.0067","","","25","25","24","26","0","","53.75","49.63","31.9","54.69","55.71","0","","","150","150","150","150","150","38","40","31","7","36","4","45","41","34","11","35","6","81","46","86","69","121","118","288","233","49","19.4074","0.026","0.0193","1.2137258398361","1.23050798022224","0"
"151","2014_Oct_31_1037","","","w","0","","1.5547","1.7451","-0.1904","1.6499","0.3195","0.4872","-0.1677","0.4033","0","","0.0115","0.2288","0.2369","0","","","15.9753","0.0574","","","30","28","32","28","0","","53.75","45.93","44.6","51.56","45.71","0","","","151","151","151","151","151","34","44","23","11","38","6","40","46","26","14","42","4","80","78","74","73","134","134","288","285","34.3333","18.358","0.0796","0.0222","1.36468404286515","1.60162804982691","0"
"152","2014_Oct_31_1036","","","e","0","","2.2917","1.6776","0.6141","1.9847","0.4867","0.1643","0.3224","0.3255","0","","0.0328","0.0642","0.063","0","","","8.4367","0.0537","","","29","25","12","31","0","","35","27.41","38.25","56.25","61.43","0","","","152","152","152","152","152","51","39","38","13","37","2","36","38","27","9","32","6","61","59","84","84","143","141","288","284","29.6667","21.2299","0.0762","0.0225","1.16514264118139","1.22814761582098","0"
"153","2014_Oct_31_1045","","","w","0","","2.8545","2.1074","0.7471","2.481","0.8043","0.2687","0.5357","0.5365","0","","-0.04","0.0907","0.0898","0","","","14.0066","0.0851","","","30","30","32","35","0","","52.19","57.04","55.71","53.12","30","0","","","153","153","153","153","153","45","39","33","12","39","0","37","43","29","8","39","4","76","76","75","72","137","137","288","285","23.5","9.4934","0.0949","0.0099","1.25041272242792","1.34023917976158","0"
"154","2014_Nov_05_1405","","","e","0","","1.4818","1.7553","-0.2735","1.6185","0.183","0.5054","-0.3224","0.3442","0","","0.0115","0.1124","0.1192","0","","","15.1034","0.0723","","","29","20","18","20","0","","36.56","58.89","41.43","54.69","44.29","0","","","154","154","154","154","154","52","45","37","15","37","8","31","36","20","11","33","3","87","86","70","70","131","129","288","285","25.3333","10.2299","0.0856","0.0133","1.67629179613971","1.79549254373035","0"
"155","2014_Nov_05_1507","","","w","0","","1.916","2.3464","-0.4305","2.1312","0.1769","0.7647","-0.5878","0.4708","0","","0.0426","0.1317","-0.0604","0","","","-29.3267","-0.0846","","","27","15","27","24","0","","49.06","47.78","47.78","59.38","45.71","0","","","155","155","155","155","155","46","39","36","10","34","5","41","38","27","14","37","1","64","54","88","78","136","136","288","268","66.1667","95.4934","0.0192","0.1038","1.45269697446101","1.39230948465843","0"
"156","2014_Nov_05_1504","","","w","0","","2.9652","2.7791","0.186","2.8721","0.2491","0.094","0.1551","0.1715","0","","0.0864","0.1183","0.1221","0","","","14.4367","-0.0717","","","25","21","31","31","0","","63.12","60.74","57.3","51.56","40","0","","","156","156","156","156","156","46","48","41","5","46","2","41","29","37","4","27","2","71","63","76","74","141","139","288","276","79.3333","64.8966","0.0245","0.0962","1.15291363806296","1.27499620876622","0"
"157","2014_Nov_06_1129","","","w","0","","2.6465","2.5883","0.0582","2.6174","0.1543","0.1834","-0.0291","0.1688","0","","-0.0597","0.2636","0.2506","0","","","4.0721","0.0391","","","24","21","22","18","0","","58.44","51.48","46.19","29.69","50","0","","","157","157","157","157","157","33","43","29","4","40","3","45","43","39","6","40","3","85","84","84","78","119","118","288","280","27.6667","23.5946","0.0686","0.0295","1.40535355836936","1.65594644489664","0"
"158","2014_Nov_06_1127","","","w","0","","2.1472","1.6964","0.4508","1.9218","-0.0372","0.1003","-0.1375","0.0316","0","","0.0014","0.0532","0.0559","0","","","25.5174","0.0558","","","20","23","23","23","0","","50.62","44.07","39.84","40.62","44.29","0","","","158","158","158","158","158","45","40","39","6","34","6","44","35","34","10","29","6","71","70","79","78","138","138","288","286","33.8333","8.316","0.0659","0.0101","1.17560465213545","1.23146025793957","0"
"159","2014_Nov_10_1404","","","w","0","","1.1782","1.052","0.1262","1.1151","0.5612","0.1831","0.3781","0.3722","0","","0.0534","0.1371","0.1765","0","","","83.9054","0.1106","","","23","12","25","23","0","","38.12","53.33","39.84","54.69","57.14","0","","","159","159","159","159","159","45","32","23","22","28","4","41","46","26","15","35","11","72","58","78","67","138","123","288","248","97.6667","13.7613","0.1243","0.0136","1.14159287623518","1.31806943334452","1"
"16","2014_Oct_01_1406","","","w","0","","0.4197","0.6845","-0.2649","0.5521","0.0956","0.0535","0.0422","0.0746","0","","0.0802","0.1049","0.1428","0","","","81.6054","0.0938","","","33","29","34","36","0","","64.69","58.89","60.48","39.06","54.29","0","","","16","16","16","16","16","44","50","24","20","31","19","44","26","27","17","17","9","91","72","70","61","127","106","288","239","123.8333","42.228","0.1444","0.0506","1.17457206522872","1.31739935610017","1"
"160","2014_Nov_10_1405","","","w","0","","2.2942","2.4269","-0.1327","2.3606","0.3055","0.4772","-0.1717","0.3913","0","","0.0245","0.0874","0.0907","0","","","7.1527","0.0411","","","32","27","30","33","0","","39.69","47.78","52.54","35.94","37.14","0","","","160","160","160","160","160","40","41","32","8","38","3","39","44","30","9","42","2","77","74","69","68","142","142","288","284","20.8333","13.6806","0.0579","0.0168","1.22172442604515","1.31241166591676","0"
"161","2014_Nov_10_1441","","","w","0","","1.4855","1.7916","-0.3061","1.6385","0.1382","0.298","-0.1599","0.2181","0","","0.0267","0.0048","-0.001","0","","","-244.4054","-0.2982","","","30","13","15","25","0","","41.25","55.19","57.3","43.75","40","0","","","161","161","161","161","161","44","37","32","12","30","7","40","43","29","11","38","5","75","70","75","72","138","136","288","278","81.8333","326.2387","0.0535","0.3517","1.3303811119664","1.329336033549","1"
"162","2014_Nov_10_1441","","","w","0","","1.4431","0.7975","0.6455","1.1203","-0.2131","-0.4585","0.2454","-0.3358","0","","0.0133","0.0358","0.0368","0","","","35.642","-0.0247","","","27","16","28","25","0","","39.69","64.44","47.78","68.75","57.14","0","","","162","162","162","162","162","40","36","33","7","25","11","46","42","37","9","20","22","75","74","73","73","140","137","288","284","94.8333","59.1914","0.044","0.0687","1.38727436000363","1.42406443647441","1"
"163","2014_Nov_12_1404","","","w","0","","-2.6552","-2.8908","0.2355","-2.773","-0.6531","-0.5645","-0.0886","-0.6088","1","","0.0118","-0.4537","-0.4541","0","","","45.6527","-0.0078","","","18","6","28","22","0","","55.31","64.44","65.24","43.75","48.57","0","","","163","163","163","163","163","40","42","10","30","1","41","37","45","7","30","1","44","85","84","64","64","139","138","288","286","74.8333","29.1806","0.0258","0.0336","1.80497830733641","1.35090254885786","0"
"164","2014_Nov_12_1404","","","w","0","","3.3068","2.6772","0.6297","2.992","0.5681","0.4213","0.1468","0.4947","0","","-0.0378","-0.2231","-0.2031","0","","","57.0613","0.0017","","","25","21","23","27","0","","36.56","55.19","52.54","53.12","44.29","0","","","164","164","164","164","164","36","38","31","5","38","0","39","51","32","7","49","2","81","79","64","60","143","143","288","282","69.8333","12.772","0.0172","0.0155","1.62043084303567","1.41736724105061","0"
"165","2014_Nov_12_1442","","","w","0","","3.2405","3.3261","-0.0856","3.2833","0.3502","-0.1855","0.5358","0.0824","0","","0.0544","-0.1718","-0.2122","0","","","56.1527","0.0011","","","31","17","30","28","0","","55.31","53.33","47.78","53.12","44.29","0","","","165","165","165","165","165","49","41","44","5","40","1","31","43","30","1","40","3","74","68","75","73","139","139","288","280","67.8333","11.6806","0.0153","0.0141","1.53019956366767","1.31798965089453","0"
"17","2014_Oct_01_1406","","","e","0","","2.935","3.6868","-0.7517","3.3109","0.5329","0.3781","0.1548","0.4555","0","","-0.0706","0.1107","0.1258","0","","","-21.16","-0.0816","","","30","34","30","32","0","","50.62","38.52","52.54","46.88","51.43","0","","","17","17","17","17","17","40","44","33","7","43","1","42","38","39","3","38","0","73","72","83","76","132","130","288","278","107.3333","128.4934","0.0668","0.1484","1.11836959813836","1.24416648348144","1"
"18","2014_Oct_01_1407","","","e","1","","1.6492","1.3344","0.3148","1.4918","0.1287","0.1944","-0.0657","0.1616","0","","-0.0454","-0.0143","0.0071","0","","","53.7593","-0.0058","","","26","25","27","27","0","","47.5","60.74","54.13","45.31","32.86","0","","","18","18","18","18","18","37","47","28","9","39","8","44","36","30","14","29","7","80","78","71","66","137","136","288","280","67.5","13.7407","0.0094","0.0152","1.33114394997114","1.33824419058313","0"
"19","2014_Oct_01_1500","","","e","0","","2.096","3.2781","-1.1821","2.6871","0.2612","0.2874","-0.0262","0.2743","0","","-0.3702","0.1631","0.1771","0","","","-19.3473","0.0233","","","31","26","15","30","0","","31.87","42.22","38.25","65.62","44.29","0","","","19","19","19","19","19","51","42","40","11","38","4","34","37","31","3","36","1","74","66","69","36","145","142","288","244","20.1667","39.514","0.0597","0.0365","1.25209807025111","1.42917260617874","1"
"2","2014_Sep_26_1456","","","e","0","","2.3495","1.9126","0.4369","2.131","-0.0923","-0.0801","-0.0122","-0.0862","0","","-0.0231","0.1464","0.1592","0","","","-6.4934","0.0496","","","26","27","24","20","0","",NA,"55.19","43.02","43.75","54.29","1","","","2","2","2","2","2","39","43","35","4","37","6","40","42","34","6","34","8","72","71","81","78","135","134","288","283","16.5","22.9934","0.0708","0.0212","1.28265936252394","1.44190062267648","0"
"20","2014_Oct_01_1500","","","w","0","","1.948","2.6097","-0.6617","2.2789","0.2781","-0.3964","0.6745","-0.0592","0","","-0.0244","0.0691","0.0655","0","","","60.6733","-0.0019","","","30","16","23","27","0","","27.19","49.63","57.3","56.25","58.57","0","","","20","20","20","20","20","37","38","28","9","34","4","45","44","43","2","36","8","78","78","82","80","128","128","288","286","74.1667","13.4934","0.0126","0.0145","1.3086565077305","1.37417746812872","0"
"21","2014_Oct_03_1253","","","e","0","","2.83","1.8099","1.0201","2.3199","0.5341","0.1495","0.3846","0.3418","0","","0.0533","0.0935","0.1324","0","","","-134.1493","-0.0596","","","23","29","24","25","0","","52.19","31.11","39.84","60.94","54.29","0","","","21","21","21","21","21","37","39","30","7","38","1","40","48","31","9","41","7","69","62","83","79","136","134","288","275","24.1667","158.316","0.0845","0.144","1.58174826223609","1.71419410551756","1"
"22","2014_Oct_03_1253","","","w","0","","2.0587","1.924","0.1347","1.9914","0.2377","-0.1204","0.3581","0.0587","0","","-0.0506","-0.0057","-0.0053","0","","","68.5721","0.0101","","","34","20","27","29","0","","36.56","42.22","54.13","32.81","55.71","0","","","22","22","22","22","22","42","39","33","9","35","4","43","40","37","6","32","8","75","75","79","75","134","132","288","282","91.1667","22.5946","0.0377","0.0276","1.2294891103114","1.22413971582981","0"
"23","2014_Oct_03_1253","","","e","0","","3.1379","2.0707","1.0672","2.6043","0.4314","0.0322","0.3992","0.2318","0","","0.0111","0.1455","0.1633","0","","","-20.8267","8e-04","","","14","28","17","29","0","","44.38","44.07","35.08","54.69","45.71","0","","","23","23","23","23","23","47","44","41","6","43","1","38","35","32","6","30","5","81","78","77","75","130","127","288","280","45.5","66.3267","0.0742","0.0734","1.34426163355527","1.50751296373553","0"
"24","2014_Oct_03_1353","","","w","0","","2.4562","2.83","-0.3738","2.6431","0.024","0.2647","-0.2406","0.1443","0","","-0.8954","0.0603","-0.1794","1","","","-68.9054","-0.1234","","","25","24","28","31","0","","49.06","53.33","54.13","51.56","47.14","0","","","24","24","24","24","24","35","38","31","4","34","4","48","43","42","6","41","2","75","68","89","1","124","124","288","193","86.8333","155.7387","0.0373","0.1607","1.4480009079","1.26862456868706","1"
"25","2014_Oct_03_1353","","","e","0","","1.8853","1.9896","-0.1043","1.9375","0.0702","0.3404","-0.2701","0.2053","0","","0.005","0.0888","0.1291","0","","","-2.816","0.0289","","","25","28","30","25","0","","61.56","51.48","43.02","45.31","50","0","","","25","25","25","25","25","47","45","38","9","38","7","39","33","29","10","30","3","76","72","84","80","128","127","288","279","33","35.816","0.0674","0.0385","1.38954274058325","1.5186144411575","1"
"26","2014_Oct_03_1353","","","w","0","","-2.0396","-Inf","Inf","-Inf","-0.5641","-Inf","Inf","-Inf","1","","-0.0195","0.0055","0.0056","0","","","57.486","0.0054","","","24","16","25","24","0","","52.19","40.37","47.78","51.56","37.14","0","","","26","26","26","26","26","37","53","12","25","3","50","34","40","4","30","0","40","75","72","84","79","129","129","288","280","67.3333","9.8473","0.0178","0.0124","1.37383170369285","1.37942798601243","0"
"27","2014_Oct_03_1354","","","e","0","","1.1814","2.2867","-1.1053","1.7341","0.4584","0.2508","0.2076","0.3546","0","","0.0145","-0.2113","-0.2137","0","","","23.6733","0.0424","","","29","34","27","27","0","","36.56","47.78","47.78","51.56","50","0","","","27","27","27","27","27","38","34","21","17","29","5","43","49","35","8","45","4","75","73","82","81","131","129","288","283","34.3333","10.66","0.0554","0.013","1.38299718020863","1.16927336013475","0"
"28","2014_Oct_03_1438","","","e","1","","2.2185","2.5883","-0.3697","2.4034","0.1607","-0.0735","0.2342","0.0436","0","","0.1012","-0.0895","-0.0598","0","","","34.9074","-0.0143","","","23","24","27","28","0","","44.38","44.07","43.02","46.88","48.57","0","","","28","28","28","28","28","35","49","29","6","44","5","35","45","32","3","40","5","75","63","85","80","128","124","288","267","65.3333","30.426","0.024","0.0383","1.31802032589885","1.25819899922287","1"
"29","2014_Oct_03_1438","","","w","0","","1.0143","1.629","-0.6147","1.3217","0.5856","0.2823","0.3033","0.4339","0","","-0.0398","-0.1097","-0.0503","0","","","40.8194","-0.0063","","","33","30","27","31","0","","58.44","57.04","55.71","50","55.71","0","","","29","29","29","29","29","32","51","15","17","44","7","37","44","26","11","38","6","83","80","79","73","126","124","288","277","66.8333","26.014","0.0241","0.0304","1.28510305979474","1.23481237292279","0"
"3","2014_Sep_26_1458","","","w","0","","0.6596","0.4334","0.2262","0.5465","0.0476","0.0367","0.0109","0.0421","0","","-0.1995","0.0654","0.0395","0","","","37.2387","-0.0068","","","34","27","28","18","0","","52.19","27.41","50.95","60.94","42.86","0","","","3","3","3","3","3","36","34","22","14","22","12","49","45","28","21","27","18","85","66","78","45","125","121","288","232","70","32.7613","0.0365","0.0434","1.18104280895651","1.22054419734253","0"
"30","2014_Oct_06_1401","","","w","0","","2.3907","2.8726","-0.4819","2.6316","0.2097","0.4532","-0.2435","0.3315","0","","-0.0152","-0.128","-0.1241","0","","","5.7613","0.0655","","","31","12","24","23","0","","36.56","31.11","50.95","68.75","45.71","0","","","30","30","30","30","30","37","50","31","6","46","4","43","34","36","7","33","1","87","86","75","73","126","126","288","285","13.6667","7.9054","0.0761","0.0105","1.70428960617219","1.58016214814337","0"
"31","2014_Oct_06_1402","","","e","0","","1.0856","0.9272","0.1584","1.0064","0.3918","-0.1024","0.4942","0.1447","0","","0.0189","-0.0224","-0.0355","0","","","35.7593","0.0853","","","34","28","24","24","0","","41.25","55.19","54.13","46.88","45.71","0","","","31","31","31","31","31","50","40","28","22","33","7","35","39","25","10","25","14","63","61","78","77","147","147","288","285","51.6667","15.9074","0.1031","0.0178","1.4220878396713","1.38663397851508","0"
"32","2014_Oct_07_1055","","","e","0","","-0.3853","-0.6179","0.2326","-0.5016","-0.1927","0.0097","-0.2023","-0.0915","0","","0.2836","-0.3117","-0.2405","1","","","-122.16","-0.1148","","","25","25","25","18","0","","47.5","42.22","43.02","53.12","38.57","0","","","32","32","32","32","32","50","40","25","25","14","26","40","34","15","25","13","21","76","27","72","46","140","116","288","189","31.6667","153.8267","0.0666","0.1814","1.60017755238785","1.35969734191919","1"
"33","2014_Oct_07_1056","","","e","0","","1.2192","0.9057","0.3136","1.0625","0.024","0.0444","-0.0203","0.0342","0","","-0.0476","0.3451","0.3567","0","","","20.426","0.01","","","26","24","25","23","0","","39.69","44.07","41.43","45.31","41.43","0","","","33","33","33","33","33","43","38","31","12","28","10","41","42","27","14","29","13","84","76","63","54","141","129","288","259","72.8333","52.4074","0.085","0.075","1.48586431255944","1.84252934079434","1"
"34","2014_Oct_07_1056","","","w","0","","2.0221","2.3678","-0.3457","2.195","0.3366","0.8352","-0.4986","0.5859","0","","-0.0644","-0.3042","-0.329","0","","","57.1527","0.0159","","","14","15","31","35","0","","47.5","68.15","49.37","70.31","57.14","0","","","34","34","34","34","34","40","45","30","10","41","4","33","46","21","12","45","1","80","79","78","72","130","129","288","280","66.8333","9.6806","0.0264","0.0104","1.59738326403837","1.26837558384215","0"
"35","2014_Oct_07_1056","","","w","0","","1.8782","2.4569","-0.5788","2.1676","0.0465","0.6979","-0.6514","0.3722","0","","0.0296","0.0794","0.0847","0","","","48.0066","0.0078","","","31","26","28","33","0","","53.75","51.48","58.89","50","35.71","0","","","35","35","35","35","35","43","37","35","8","31","6","47","37","33","14","36","1","62","58","86","83","140","140","288","281","67","18.9934","0.0324","0.0247","1.16758973339976","1.252287034331","0"
"36","2014_Oct_07_1359","","","e","0","","0.9987","2.008","-1.0093","1.5034","0.1381","0.2916","-0.1534","0.2149","0","","0.0465","0.0566","0.0577","0","","","56.1034","7e-04","","","24","23","29","32","0","","53.75","45.93","44.6","56.25","37.14","0","","","36","36","36","36","36","39","42","25","14","31","11","42","41","32","10","37","4","66","62","71","70","151","147","288","279","69.6667","13.5633","0.0167","0.016","1.22387627874146","1.28162137154597","0"
"37","2014_Oct_07_1359","","","e","0","","1.4587","1.8899","-0.4312","1.6743","0.188","0.1404","0.0476","0.1642","0","","-0.0023","-0.2714","-0.2901","0","","","58.7701","-0.0026","","","24","23","23","27","0","","45.94","51.48","44.6","50","42.86","0","","","37","37","37","37","37","51","39","36","15","32","7","38","36","30","8","31","5","85","84","71","70","132","131","288","285","70.1667","11.3966","0.0116","0.0142","1.87846991334671","1.58835801056405","0"
"38","2014_Oct_07_1359","","","w","0","","1.2973","1.6015","-0.3042","1.4494","-0.2999","0.0039","-0.3038","-0.148","0","","-0.9872","-0.1858","NaN","1","","","5.4054","0.0623","","","25","25","30","28","0","","49.06","38.52","50.95","65.62","47.14","0","","","38","38","38","38","38","35","44","29","6","28","16","47","38","37","10","30","8","78","77","75","0","135","135","288","212","19.1667","13.7613","0.0809","0.0186","NaN","1.31388760541926","0"
"39","2014_Oct_07_1359","","","w","0","","1.7916","2.0069","-0.2154","1.8992","0.298","0.1618","0.1362","0.2299","0","","-0.013","-0.0616","-0.0672","0","","","46.1527","0.0893","","","31","16","30","30","0","","49.06","40.37","50.95","56.25","44.29","0","","","39","39","39","39","39","40","43","29","11","38","5","40","41","32","8","36","5","88","88","77","76","123","122","288","286","57.6667","11.514","0.1012","0.012","1.47291754421408","1.4057126668372","0"
"4","2014_Sep_26_1500","","","e","0","","1.2879","1.6442","-0.3563","1.466","0.4385","0.0371","0.4014","0.2378","0","","-0.0435","-0.0608","-0.0653","0","","","-58.4934","-0.0115","","","24","20","32","36","0","",NA,"60.74","63.65","34.38","57.14","1","","","4","4","4","4","4","43","43","25","18","37","6","37","41","29","8","33","8","79","78","89","84","120","118","288","280","18.3333","76.8267","0.0676","0.0791","1.36638667469935","1.30108406604897","1"
"40","2014_Oct_07_1452","","","w","0","","0.3538","0.3087","0.0451","0.3313","0.3026","0.3157","-0.0131","0.3092","0","","-0.0122","-0.2785","-0.2828","0","","","4.2299","0.0336","","","29","12","32","30","0","","42.81","49.63","52.54","54.69","60","0","","","40","40","40","40","40","40","38","18","22","26","12","39","47","17","22","32","15","70","70","82","81","136","134","288","285","28.3333","24.1034","0.0652","0.0316","1.52066346156749","1.23785990306363","0"
